pointDistance, pathLength, DFSVisit, BFSVisit, AStarVisit
26.925823,1958,2734,8081,8543
26.925823,552,4676,2343,9776
26.925823,1128,7091,6819,3832
26.925823,78,85,227,87
26.925823,2044,7236,8325,8106
26.925823,1634,8186,5151,8168
26.925823,1318,7004,8168,4385
26.925823,1092,7374,4577,2197
26.925823,632,1726,1968,5449
26.925823,918,1684,3427,1421
26.925823,320,387,1150,437
26.925823,1080,5365,5143,9038
26.925823,520,2075,2645,2069
26.925823,3540,6689,9241,6437
27,2642,7475,8886,4539
27,2462,5379,9814,7390
27.018513,1475,3795,3991,2175
27.018513,709,878,3045,2742
27.018513,2065,4429,7984,7062
27.018513,839,3950,3227,3163
27.018513,209,287,876,4318
27.018513,453,9855,1187,9847
27.018513,113,2952,314,121
27.018513,595,9500,3050,766
27.018513,561,1018,1836,1029
27.018513,195,1172,696,1152
27.073973,360,5903,1785,4449
27.073973,434,3950,1713,476
27.073973,928,3750,4136,7066
27.073973,1292,1957,4236,8365
27.073973,220,3590,843,9117
27.166155,817,8429,2234,8459
27.166155,387,2029,1242,2062
27.166155,203,2894,625,2893
27.166155,523,2887,2136,1054
27.166155,431,941,2031,500
27.166155,1925,2583,8697,3733
27.166155,267,4441,1183,5857
27.202942,1365,2265,4483,4365
27.202942,349,4520,1229,4232
27.202942,703,8523,2720,803
27.202942,1151,2509,4932,3593
27.202942,3189,6448,9251,6004
27.202942,923,8860,4863,2712
27.202942,1077,9073,3846,9012
27.202942,723,1311,2733,9450
27.202942,2473,4394,8356,5491
27.294687,994,6439,4407,3890
27.294687,274,695,711,280
27.294687,3232,226,648,6259
27.294687,146,9975,607,1360
27.294687,612,673,1803,886
27.294687,270,556,974,321
27.294687,120,8534,437,479
27.294687,338,4741,1562,3898
27.294687,1018,1189,3342,7686
27.294687,274,3210,1055,7273
27.294687,946,4102,4000,8621
27.294687,918,1132,6088,8080
27.294687,3060,6907,8272,5026
27.313,803,3695,4187,3165
27.313,821,1470,2348,1856
27.313,827,1127,3522,9241
27.313,1991,4492,6682,7119
27.313,1287,1648,3292,5206
27.45906,1091,4029,4488,4024
27.45906,209,9906,656,9895
27.45906,235,337,785,9665
27.45906,2271,4175,9009,8451
27.45906,1919,3721,1306,4999
27.45906,1479,9460,4490,9557
27.45906,931,2220,6089,1658
27.45906,3229,7370,9813,4633
27.45906,529,7847,1748,7844
27.45906,2383,3456,8747,3544
27.45906,875,1028,3823,3223
27.45906,1617,4450,4948,5978
27.45906,779,5691,2890,1080
27.45906,137,2247,679,8253
27.513634,1230,8419,6574,7386
27.513634,542,2113,2345,8379
27.513634,402,527,1565,3770
27.513634,1934,9430,7588,3084
27.513634,384,573,1046,621
27.513634,294,5545,956,367
27.58623,240,7182,1157,929
27.58623,2974,6027,8417,7973
27.58623,120,9963,394,278
27.58623,1014,2301,3774,8381
27.58623,2696,4322,6676,8514
27.58623,400,9327,1433,9419
27.658634,708,1068,3710,756
27.658634,150,9979,373,9944
27.658634,726,947,3640,9614
27.658634,82,9515,379,9455
27.658634,2466,7760,8812,6964
27.658634,208,239,553,231
27.658634,954,6797,2850,2159
27.658634,282,380,1296,378
27.658634,3366,7207,9781,6968
27.658634,716,8277,3077,8281
27.730848,560,8704,2016,1809
27.730848,592,8022,3203,833
27.730848,936,1131,2232,6242
27.730848,666,7942,2479,838
27.730848,992,5690,4685,1245
27.784887,1321,2192,3453,1821
27.784887,347,503,1704,438
27.784887,1587,3388,4711,2546
27.784887,105,9223,313,9395
27.784887,3487,5969,8929,7064
27.784887,1175,8200,5683,1798
27.802877,1506,6479,7296,3073
27.802877,1308,4102,7514,6959
27.802877,628,5870,2631,4765
27.802877,1348,6471,4240,4497
27.802877,444,7737,1477,556
27.802877,250,268,837,9880
27.802877,2544,4301,6963,7318
27.856777,2545,3843,9136,4255
27.856777,2171,5484,9736,5750
27.89265,673,1006,2280,9310
27.89265,463,1147,1892,715
27.89265,227,472,682,236
27.89265,587,1232,3034,3308
27.89265,1371,3961,4574,1780
27.89265,397,9289,2072,1025
28,171,184,628,7089
28.01785,354,2854,1391,9357
28.01785,216,9049,1115,9140
28.01785,634,4542,2019,1141
28.01785,418,808,1438,838
28.01785,264,4231,948,4176
28.01785,198,4055,618,4063
28.01785,1110,3884,6100,7781
28.01785,1372,6489,6857,3858
28.01785,952,3085,5882,1375
28.01785,634,1466,2263,1457
28.01785,954,9536,3971,9210
28.071337,259,5614,935,5424
28.071337,901,3074,3551,1700
28.071337,917,1491,4486,6101
28.071337,523,9691,2168,8704
28.071337,2985,135,299,4835
28.071337,1125,4965,5446,8349
28.160255,1388,2100,4676,6790
28.160255,2898,4570,7685,7569
28.160255,130,197,395,249
28.160255,598,700,2902,6365
28.160255,1332,4908,6258,1669
28.160255,3722,453,1280,6059
28.160255,122,341,431,9927
28.160255,1400,7685,6356,3862
28.178005,831,4979,3859,4956
28.178005,109,9985,313,646
28.178005,925,8767,4636,2577
28.178005,629,1227,1401,1030
28.178005,2987,7731,9204,6758
28.231188,324,6663,1250,444
28.231188,2002,6790,8006,6788
28.231188,2026,5833,7657,4214
28.231188,494,2016,1805,2846
28.231188,182,9944,599,9704
28.231188,1792,2811,5479,3603
28.284271,867,8949,3833,2660
28.284271,1849,2820,4494,7279
28.284271,1305,1495,2279,1842
28.284271,3165,2422,5298,6353
28.284271,2827,5490,8450,7637
28.284271,929,2318,3918,2967
28.301943,586,7650,2931,771
28.301943,256,9263,807,967
28.301943,246,8971,1241,6218
28.301943,414,6156,1749,4212
28.301943,294,489,846,1340
28.301943,2062,2907,7546,9026
28.319605,323,462,1107,9460
28.319605,1637,6780,4998,6688
28.319605,1633,9058,6673,8911
28.42534,1073,9522,4456,9792
28.42534,359,7888,1674,2019
28.42534,413,1357,1020,1325
28.42534,167,9288,898,653
28.442924,812,8315,2765,1982
28.442924,1716,6081,9209,7999
28.442924,522,6941,2575,669
28.442924,1004,2250,4042,2505
28.442924,106,7732,244,5681
28.442924,538,631,1986,5616
28.460499,291,9883,722,9868
28.460499,285,9559,1456,491
28.460499,1517,2663,4910,3571
28.600698,103,102,261,1056
28.600698,1881,6392,6557,8770
28.600698,4043,6626,9728,6264
28.600698,463,7159,1684,7118
28.600698,1551,7512,5544,7025
28.600698,647,771,2910,5293
28.600698,2215,5012,9651,4750
28.635643,759,1371,2326,1619
28.635643,225,613,1025,798
28.635643,485,537,1571,673
28.635643,1199,1915,5799,7145
28.635643,1071,6000,5554,8106
28.635643,157,3754,495,3767
28.635643,1237,2294,5988,4005
28.635643,259,1325,1272,3140
28.653097,214,5268,1177,270
28.653097,148,5120,451,5126
28.653097,2002,5856,5874,7151
28.653097,1542,8859,6714,2969
28.653097,1832,2499,9344,2313
28.79236,854,7755,3487,2673
28.79236,1696,7127,7622,9113
28.79236,1142,3147,4877,9299
28.84441,243,466,878,8494
28.84441,1409,4299,6973,8183
28.84441,349,8312,1192,8300
28.84441,1987,5274,7793,4767
28.84441,1301,2139,6288,7581
28.84441,151,9096,680,491
28.84441,175,787,701,227
28.84441,347,7583,1485,2201
28.86174,3504,5366,9253,5558
28.86174,1482,2040,7894,7563
29,212,9816,492,345
29,616,8819,2728,643
29,286,335,1284,516
29,520,3999,2103,604
29,1728,6843,8247,7267
29,238,9236,843,9966
29,574,1325,2015,624
29.017237,2245,3855,9586,3602
29.017237,303,6973,1752,3262
29.017237,591,865,1761,1279
29.017237,155,9968,529,197
29.017237,767,857,3108,2214
29.017237,2447,5751,9502,8135
29.017237,395,1717,1760,6830
29.017237,171,8860,516,191
29.017237,439,8824,2040,2323
29.017237,433,717,2136,2590
29.017237,229,287,977,518
29.068884,1848,8432,8136,2661
29.068884,3006,7190,8601,3896
29.068884,340,1955,1372,380
29.068884,556,5303,1832,691
29.068884,1738,2211,6140,3216
29.068884,234,1641,749,410
29.068884,502,836,1644,9669
29.068884,1278,7310,4370,9262
29.068884,1360,9567,9651,7548
29.068884,286,9292,843,311
29.068884,124,9202,307,916
29.068884,1364,2346,3420,2523
29.068884,1000,2766,5485,8206
29.068884,4052,6204,9022,6293
29.068884,3110,6022,8733,8207
29.068884,1478,3140,6176,6861
29.068884,202,5050,644,4512
29.068884,274,1591,968,7238
29.068884,360,384,1013,8926
29.068884,842,2809,2962,2624
29.068884,330,463,1307,9761
29.068884,166,202,424,219
29.068884,1448,2538,5469,2799
29.068884,636,1604,3558,1944
29.12044,1457,7033,6461,8238
29.12044,1165,5420,5054,9460
29.12044,373,836,1276,711
29.12044,115,4698,515,9994
29.12044,439,500,1979,620
29.15476,353,4538,1317,4671
29.15476,449,8155,1886,2240
29.15476,501,9774,1945,8173
29.15476,429,1714,2468,3286
29.15476,2721,7120,9614,5490
29.15476,1103,1327,6013,2865
29.15476,557,680,2503,9946
29.15476,683,7519,2510,1445
29.15476,215,9782,677,350
29.15476,165,307,520,237
29.15476,2059,5929,7466,5572
29.15476,507,1317,1764,957
29.15476,927,3380,4128,4396
29.15476,3091,6253,2497,6806
29.15476,337,1773,1766,3946
29.15476,1821,9006,8967,7261
29.15476,2283,6134,9113,7608
29.15476,501,1463,1711,8973
29.206163,1820,3403,8281,5726
29.206163,422,8960,1615,546
29.206163,972,3245,3155,3534
29.274563,906,7326,2632,7319
29.274563,602,753,1539,1003
29.410883,594,6677,3068,6573
29.410883,794,1861,2933,7469
29.410883,1072,9212,4258,1953
29.410883,1698,2507,7347,2579
29.410883,368,7278,1309,7359
29.410883,246,291,686,2936
29.410883,184,253,758,204
29.410883,1926,5131,7237,8031
29.427877,2789,4351,8128,6781
29.427877,533,7638,2084,625
29.529646,1923,2605,6828,6201
29.529646,1709,7950,6234,2597
29.529646,1805,3500,5062,3770
29.529646,291,5437,773,5554
29.529646,1067,3014,3126,2728
29.529646,653,2116,3513,8552
29.529646,1559,8079,3816,2675
29.546574,1440,9380,6289,2374
29.546574,1030,1267,1900,9796
29.546574,1156,1416,4233,3422
29.546574,646,8865,2497,780
29.546574,856,2707,4656,3255
29.546574,448,664,1798,696
29.546574,528,6303,2280,538
29.614185,1780,3224,9286,2640
29.614185,1446,8161,8579,7081
29.614185,1760,6399,7591,5902
29.614185,1810,2369,4090,2223
29.614185,966,9078,4613,5553
29.681644,958,4843,3017,2431
29.681644,248,2391,625,511
29.681644,184,9838,750,9419
29.681644,2822,5808,5048,8063
29.681644,146,194,572,189
29.698484,2625,5233,7699,6337
29.698484,603,3580,2351,928
29.732138,2823,5993,7662,7774
29.732138,2439,8186,8630,7141
29.732138,2695,5970,6862,4037
29.732138,1223,8098,6838,8085
29.732138,1845,2855,7116,3111
29.732138,191,621,874,1107
29.732138,231,4162,1002,4654
29.732138,567,1467,1659,1720
29.732138,339,2116,1137,2115
29.732138,959,2501,3381,2498
29.732138,2177,3716,8638,6640
29.732138,1537,3465,7326,5725
29.732138,2561,4144,8493,8019
29.832869,999,5885,3903,5120
29.832869,145,312,503,153
29.832869,105,9274,245,125
29.832869,239,9771,1192,9373
29.832869,1461,3541,7850,3078
29.966648,775,1016,2798,1503
29.966648,503,822,2582,9215
29.966648,111,123,267,123
29.966648,681,8115,1855,6353
29.966648,2023,5420,5773,2737
29.966648,1041,1398,6495,2272
29.966648,345,374,1442,1392
29.966648,2561,5223,7444,7338
30,327,6284,1144,392
30,1439,1774,4248,8363
30,1109,1861,2973,2310
30,927,1109,2405,2282
30,1777,4430,7559,5611
30,761,3962,3446,1644
30.016663,176,8204,776,7862
30.016663,382,445,1521,4781
30.016663,1990,7405,8836,2582
30.016663,1810,9144,7454,3618
30.066593,1099,9631,2819,9302
30.066593,191,9939,718,1364
30.066593,2033,3412,6121,3399
30.066593,901,9075,3259,1157
30.066593,787,4120,2101,1241
30.083218,1154,5479,4909,9290
30.083218,114,3732,333,3742
30.083218,856,3760,4870,5964
30.083218,316,383,1688,6397
30.083218,2400,3035,6852,5986
30.083218,3524,8016,9910,7631
30.083218,864,8794,3884,6628
30.083218,168,211,624,4650
30.083218,432,605,1332,598
30.083218,250,8302,687,8277
30.083218,1744,3258,6920,4061
30.083218,1198,5145,3626,5239
30.083218,816,7300,3370,4214
30.083218,602,816,2670,9451
30.149628,1074,7686,5592,7438
30.149628,1422,8651,7755,7079
30.149628,126,9851,448,9909
30.149628,90,871,380,135
30.149628,296,5948,1016,6149
30.149628,1548,3557,4840,8270
30.149628,1972,2762,9590,2355
30.149628,224,2800,785,9590
30.232433,417,6288,1592,6365
30.232433,603,921,2248,797
30.232433,1083,2079,4621,8996
30.232433,2609,5088,7767,6790
30.232433,693,8348,3140,1276
30.232433,803,1052,3964,3773
30.232433,2375,4062,6310,7746
30.232433,253,8693,1095,2890
30.265491,1567,7361,4980,8963
30.265491,629,4280,2590,4157
30.265491,443,967,1060,942
30.265491,1573,7995,5293,9112
30.265491,1849,2857,9638,8546
30.265491,385,4136,1776,5887
30.364452,1029,4202,5357,9257
30.364452,693,6104,3272,9172
30.364452,627,1273,2538,9500
30.413813,948,4698,3239,1253
30.413813,290,9706,746,9723
30.413813,870,9573,4552,9439
30.413813,1492,4250,5362,2127
30.413813,598,8252,3239,3211
30.413813,154,182,556,265
30.413813,1850,7616,7066,9400
30.413813,2168,7538,8551,4314
30.413813,3296,5314,7234,7841
30.463093,1641,9283,8265,3182
30.463093,675,4307,2076,857
30.463093,521,869,2316,9262
30.463093,521,1235,2312,1510
30.463093,229,267,653,278
30.479502,608,796,3273,4737
30.479502,1960,5962,7048,5945
30.479502,412,9735,367,965
30.479502,240,4107,1052,5774
30.479502,2134,3947,6096,5817
30.479502,340,7844,1362,9805
30.479502,2292,2417,8552,3269
30.479502,206,689,1015,689
30.528675,607,9349,1800,1273
30.528675,801,9481,4494,9249
30.528675,227,6422,978,9738
30.528675,1633,7356,6363,4574
30.594116,471,3177,2115,3524
30.594116,547,1587,1670,695
30.594116,303,457,1188,367
30.594116,161,5976,577,5963
30.594116,1367,4175,6597,2982
30.610456,1886,7306,7239,7588
30.610456,236,8767,906,277
30.610456,1318,9439,5313,1684
30.610456,2328,6907,4524,7126
30.610456,224,357,567,465
30.610456,186,231,869,2203
30.610456,1132,3070,5092,9161
30.610456,504,622,2122,701
30.610456,1902,4038,5400,3393
30.675724,1500,1932,3774,2567
30.675724,2350,4921,8326,6208
30.675724,3188,4525,8368,4607
30.805843,1010,4179,3665,4342
30.805843,2004,7349,7642,2842
30.805843,830,1362,2517,1077
30.805843,2500,2441,8106,5354
30.805843,1206,3794,4344,2384
30.805843,884,1997,3982,7884
30.805843,1150,6987,4870,7291
30.805843,366,5288,1448,5349
30.870699,554,3408,2534,9704
30.870699,1742,2645,5235,4490
30.88689,2825,6227,8999,7301
30.88689,161,9363,857,9805
30.88689,1563,2282,5274,2166
31,1380,2867,5887,3158
31,318,553,1048,562
31.016125,641,2001,2556,7102
31.016125,1993,8636,8647,8743
31.016125,2075,572,1949,8621
31.016125,911,1898,2967,8812
31.016125,183,4019,962,6340
31.016125,201,1137,1161,953
31.016125,1243,6605,5405,5692
31.016125,1093,8245,4701,3731
31.016125,405,9754,1756,1262
31.016125,2301,8415,9203,8207
31.016125,323,591,731,423
31.016125,281,9390,1297,9400
31.04835,1033,8557,7406,8286
31.04835,511,9424,2558,9594
31.04835,215,9781,518,9933
31.04835,899,8908,3101,1979
31.04835,2343,3509,7286,3402
31.04835,881,1254,3708,1644
31.04835,819,3074,3579,7955
31.06445,3588,5164,9817,7843
31.06445,2392,6409,8586,4376
31.06445,1268,8466,3544,8236
31.06445,530,1517,2744,4992
31.06445,188,254,759,9753
31.06445,274,2487,1509,9856
31.06445,416,3649,1641,877
31.06445,1238,1751,5114,2012
31.06445,1028,1840,3791,4809
31.112698,931,1576,4903,8644
31.112698,727,991,3772,1053
31.112698,2241,871,2418,3547
31.144823,387,494,1947,5718
31.144823,505,1378,1842,1401
31.144823,2737,6722,7638,7664
31.144823,3781,7669,9144,5504
31.144823,269,9928,782,7935
31.144823,787,1024,3190,945
31.144823,527,786,1795,723
31.144823,1813,7508,5582,8418
31.144823,1573,2955,7122,2793
31.144823,943,1364,3798,5045
31.144823,817,977,3489,4050
31.241,967,1148,2816,1143
31.241,1213,3855,4093,2005
31.241,499,9150,2385,5017
31.241,1931,2635,8567,2623
31.241,1333,9334,7783,9512
31.241,1207,2572,4662,1758
31.241,335,9825,1381,693
31.241,1411,1943,5857,5249
31.257,888,2271,4116,2217
31.257,2150,5313,5873,8160
31.257,1114,1873,6169,9317
31.257,382,2926,1277,2986
31.257,312,425,1008,6349
31.257,1298,4294,5388,4862
31.257,906,1605,3823,5463
31.257,250,491,1360,451
31.257,2402,9046,5590,4413
31.257,1752,4778,5041,4858
31.257,762,1257,2411,5180
31.257,1486,1833,8120,8115
31.304953,2211,7213,7326,8823
31.304953,503,637,2493,652
31.304953,337,889,1511,1522
31.304953,1293,9213,7121,9280
31.304953,1277,7180,5431,3918
31.304953,911,1176,4469,1780
31.304953,251,366,764,9644
31.304953,915,6373,4926,2751
31.304953,1713,9482,5602,9176
31.320919,206,256,717,2808
31.320919,2380,9011,9935,8017
31.320919,786,8129,3738,8454
31.320919,1764,5150,7887,7379
31.38471,256,4174,1094,4211
31.38471,1412,3934,6422,9215
31.38471,158,9745,467,248
31.38471,570,996,1891,7483
31.38471,2710,8170,8192,8338
31.38471,1264,3962,4372,4182
31.38471,1076,7955,4301,8342
31.38471,640,1034,2636,836
31.38471,2266,4260,6397,8335
31.38471,584,9046,2929,1269
31.38471,208,245,532,326
31.38471,966,1080,3787,7623
31.38471,364,988,1383,9611
31.38471,158,9736,543,183
31.38471,404,5599,2111,5563
31.38471,1104,4522,4802,7338
31.38471,2338,8148,9907,5049
31.38471,600,933,1794,939
31.38471,238,250,929,9974
31.400637,803,986,2640,8036
31.400637,3001,4346,9392,8096
31.400637,189,344,529,219
31.400637,1727,7588,5328,8573
31.400637,613,1968,2302,800
31.400637,429,5480,2175,524
31.400637,1315,3991,7319,8269
31.400637,1551,9464,7478,7084
31.400637,1301,2435,6949,4385
31.400637,703,3416,4498,3964
31.400637,241,278,854,305
31.575306,310,1963,1459,1154
31.575306,366,6852,1244,6739
31.575306,1996,3611,7814,3931
31.622776,455,8089,1870,2476
31.622776,1609,9174,7696,7638
31.622776,1087,1847,6074,3684
31.622776,1073,9739,5882,7114
31.622776,2091,7082,7902,4560
31.622776,327,527,1048,4481
31.622776,399,1375,2292,1036
31.622776,225,5243,1172,272
31.622776,195,8643,666,8700
31.622776,2413,5615,7688,5081
31.764761,794,916,2164,2083
31.764761,646,9501,3584,3151
31.764761,3314,6596,9348,7422
31.764761,768,1486,2398,1217
31.764761,274,599,1187,839
31.780497,141,751,663,9322
31.780497,3803,6141,8466,6434
31.780497,1911,2646,9813,3269
31.780497,1947,5879,7166,5944
31.780497,1141,4124,5933,2189
31.780497,313,8505,1667,2082
31.780497,2501,4846,7823,5222
31.827662,1184,8853,5746,9157
31.827662,1174,3138,5014,2244
31.827662,602,9344,1692,7226
31.890438,2896,7032,9090,5371
31.890438,384,1275,1517,1347
31.906113,173,6633,360,3584
31.906113,2845,8505,9886,4686
31.906113,633,6984,2701,1428
31.95309,540,3291,2387,709
31.95309,3390,6678,8952,8450
32,399,5944,2081,1195
32,173,2463,469,9931
32,583,3279,2998,7257
32,2895,6622,8271,6461
32.01562,1124,4203,5656,6452
32.01562,1396,5887,6074,2144
32.01562,1088,2104,3497,2280
32.01562,1438,3741,3891,3205
32.01562,804,4115,3037,9682
32.01562,1604,7492,7515,6633
32.01562,1130,2562,3531,1954
32.01562,864,2934,4622,1346
32.01562,538,2858,1674,9881
32.01562,1452,3216,8252,9198
32.06244,433,7617,2282,2486
32.06244,401,5481,1697,5628
32.06244,2221,7643,9224,7997
32.06244,601,873,2282,9395
32.06244,591,1226,2229,910
32.06244,277,390,1351,1690
32.140316,350,9814,690,517
32.140316,754,2184,2684,9840
32.140316,390,2660,1826,469
32.140316,320,1405,1431,990
32.140316,336,1749,1716,5958
32.140316,2174,7447,9951,7334
32.202484,948,8326,5172,2450
32.202484,2364,7909,8693,6451
32.202484,1518,7664,7251,7544
32.202484,560,8927,1962,1470
32.202484,170,9911,649,199
32.202484,202,3219,998,289
32.202484,710,1150,1784,1283
32.202484,332,385,918,2790
32.202484,1496,2652,6752,8047
32.24903,113,1775,473,1764
32.24903,2589,4980,8705,3608
32.24903,1023,9747,5491,9774
32.24903,1463,2369,4313,9160
32.24903,361,7605,1697,3219
32.24903,171,7446,756,2738
32.24903,3043,4431,7790,5492
32.24903,561,9834,3380,7996
32.24903,407,8643,1867,1587
32.24903,269,9848,1271,8576
32.24903,1855,3106,6797,8148
32.24903,2293,5362,6816,6532
32.280025,1567,5531,5343,5739
32.280025,1317,6822,6938,4209
32.280025,571,896,1955,930
32.280025,1967,9238,7130,6251
32.31099,775,1307,1896,1058
32.31099,421,9871,2099,502
32.31099,499,849,2166,4096
32.31099,721,841,2757,981
32.38827,1088,4127,4911,3921
32.38827,1864,9018,9524,3084
32.38827,1748,7216,9003,3727
32.38827,3222,3946,9044,6335
32.449963,3272,6408,9476,5404
32.449963,1384,2527,4712,1698
32.449963,592,706,2247,5455
32.449963,3178,6470,9700,4269
32.449963,240,7956,860,7912
32.449963,2698,3969,7573,6161
32.449963,764,876,4040,5454
32.526913,1125,1783,3221,2220
32.526913,1005,3352,4522,3013
32.526913,2481,5166,7811,3574
32.55764,2871,5266,9873,7228
32.55764,1565,3065,3857,2881
32.55764,1511,7612,5290,8115
32.55764,1299,1825,7281,5725
32.55764,947,1704,5611,8505
32.55764,929,8696,4761,3486
32.55764,1413,3148,5637,3538
32.55764,1147,8796,3043,2655
32.55764,309,6199,1125,5925
32.55764,567,8196,2908,888
32.55764,827,2776,4590,8201
32.55764,1391,1868,5388,6400
32.55764,1299,4459,5139,4706
32.572994,3534,4765,8214,8513
32.572994,1496,4546,7150,7249
32.572994,1104,1465,4670,2145
32.572994,130,9937,618,7704
32.572994,782,4730,4255,9166
32.649654,1443,8098,5690,8201
32.649654,381,3557,1429,732
32.649654,515,8698,2727,1981
32.649654,4181,8188,9883,7358
32.695564,362,2238,1135,7949
32.695564,1450,2109,6506,8668
32.695564,2930,4725,8758,8247
32.695564,456,7517,2244,2643
32.695564,1398,6462,6383,3530
32.695564,1288,9462,5211,9434
32.695564,1958,6753,5979,2601
32.695564,1812,4651,5365,4369
32.75668,348,363,1406,5912
32.75668,1316,8400,6296,6624
32.75668,746,3385,3854,3179
32.75668,2930,7990,1019,8572
32.75668,494,3504,1610,9091
32.75668,116,199,339,162
32.75668,1936,8611,9802,3574
32.75668,2794,6053,8688,8229
32.75668,822,1036,3136,1039
32.75668,466,1060,1260,4176
32.80244,3149,7278,9657,7013
32.80244,611,1970,2157,2551
32.80244,1539,6406,8480,2894
32.80244,313,7440,1006,7396
32.80244,727,5920,2294,2172
32.80244,2483,6073,8947,7054
32.80244,1517,2607,7500,2944
32.80244,249,9743,909,8034
32.89377,1437,8322,5427,6711
32.89377,525,723,1966,9526
32.89377,721,8689,3253,4025
32.89377,2855,7246,1185,7730
32.984844,395,6936,1557,724
32.984844,957,6703,6357,4697
32.984844,2483,6839,8723,5099
32.984844,1135,3239,4347,1518
32.984844,943,1261,4950,1955
33,910,1073,5167,970
33,1314,6857,6504,2120
33.01515,849,1927,5147,7661
33.01515,885,2011,3459,5393
33.01515,3139,8584,9159,7038
33.01515,1251,3026,6452,7785
33.01515,749,2576,3732,8010
33.01515,1111,9317,6602,8451
33.01515,623,825,2330,687
33.01515,1361,4828,6039,9095
33.01515,1285,2259,3182,5303
33.01515,1311,3818,5999,8193
33.01515,729,9610,1430,1037
33.06055,1476,5147,6642,2845
33.06055,3434,6715,9289,6181
33.06055,516,655,2540,980
33.06055,1640,2770,8137,9026
33.105892,2325,8097,9410,3430
33.105892,699,1966,3497,7072
33.105892,1971,7464,6767,5925
33.105892,185,1022,901,262
33.105892,581,9817,2137,915
33.12099,1686,2796,3568,2144
33.12099,690,9305,3474,9077
33.12099,468,502,1649,3264
33.12099,1732,3264,3925,4826
33.12099,240,511,1039,1921
33.12099,1542,9199,7543,9049
33.12099,2324,3660,9622,7252
33.13608,737,8787,3861,3220
33.13608,1411,6719,4995,7821
33.13608,1995,4486,734,2626
33.13608,2645,7102,6406,4524
33.24154,226,244,681,250
33.24154,3010,5880,9337,7886
33.24154,546,943,2169,2223
33.24154,1368,7025,4120,7478
33.24154,748,2825,2939,1556
33.24154,2200,3373,8086,7300
33.24154,2330,3983,9549,7851
33.24154,980,7723,3897,8065
33.24154,222,8306,1134,2060
33.24154,464,1262,1743,1254
33.24154,1798,2252,9273,2119
33.24154,1506,3090,7520,1987
33.24154,350,9877,1671,2601
33.24154,284,9886,932,4521
33.24154,1824,6131,7664,6373
33.24154,402,7479,1518,7491
33.24154,478,799,1410,8132
33.24154,1862,5944,9313,5005
33.24154,1894,6198,8230,4861
33.24154,814,3656,3250,3630
33.24154,630,7949,3007,2642
33.24154,192,9385,974,529
33.24154,114,8275,455,225
33.286633,291,9781,675,424
33.286633,273,386,769,6128
33.286633,523,1763,2969,1374
33.286633,309,371,1304,2079
33.30165,212,8651,1213,9990
33.30165,1092,7592,4232,1772
33.30165,346,487,1031,615
33.37664,491,1270,1726,737
33.37664,1377,2545,6397,8049
33.37664,427,1741,1980,1927
33.37664,283,328,1196,774
33.37664,1085,5316,5315,5113
33.42155,860,1456,4169,1691
33.42155,478,849,2342,628
33.42155,894,4516,3835,1468
33.42155,890,9499,3634,1236
33.42155,1616,3492,7982,4310
33.42155,1486,1922,6930,2357
33.526108,4103,6462,9196,7793
33.526108,561,2906,1970,3364
33.526108,2345,4658,9977,4613
33.526108,1091,9431,3374,9373
33.526108,503,883,1301,951
33.54102,642,9693,3085,2962
33.54102,428,9793,1948,3342
33.54102,354,2419,1020,7926
33.54102,2716,5854,9202,5545
33.54102,1052,2801,3990,7003
33.54102,530,855,2109,1431
33.54102,392,2643,2754,1330
33.54102,774,1711,2559,2239
33.54102,558,8922,1761,684
33.54102,1596,7530,8579,8389
33.54102,444,1195,2664,7656
33.54102,320,9879,1282,5605
33.54102,432,684,1393,4174
33.54102,700,2099,2793,1028
33.600594,2250,6508,7459,6004
33.600594,872,9411,4114,7438
33.61547,1041,9675,2163,8944
33.61547,1163,9364,4273,7936
33.61547,2823,4989,9645,8867
33.61547,199,272,773,1234
33.61547,1219,7762,5645,5176
33.734257,473,5543,2479,4018
33.83785,212,5075,987,360
33.83785,1240,5383,5345,2390
33.83785,266,9186,1119,1110
33.83785,612,896,2250,6426
33.83785,220,626,1038,631
33.83785,382,800,1283,9901
33.83785,280,350,890,811
33.83785,286,893,1416,885
33.83785,3696,6355,8287,7518
33.83785,1264,9392,5942,5526
33.941124,1097,2263,2734,2415
33.955853,2334,8431,8156,4676
33.955853,298,5172,1449,4538
33.970577,731,1082,2656,7604
33.970577,1615,4354,5639,3250
33.970577,679,2555,2437,1011
34,367,770,1740,5746
34,2435,4350,7044,6618
34,1217,5180,2983,2086
34,1597,4243,7829,2241
34,517,1054,1318,634
34,1055,8779,5487,8698
34.0147,2804,5172,7924,6167
34.0147,1842,4603,7335,5762
34.0147,1738,7929,8255,8387
34.0147,1650,2551,5742,4064
34.0147,3552,5576,9938,8410
34.0147,1286,1710,3282,9272
34.0147,724,846,3306,804
34.0147,2588,5541,7937,5014
34.0147,1932,6488,7503,2297
34.058773,1261,8801,6949,3492
34.058773,1217,8543,5336,8456
34.058773,1391,3151,4022,9083
34.058773,535,706,2473,8388
34.058773,231,689,1034,517
34.058773,2715,7583,7896,6402
34.058773,511,797,2350,2746
34.058773,465,1030,2142,883
34.058773,2253,4132,9114,6707
34.058773,1679,8821,6764,2514
34.058773,901,9640,3945,2228
34.058773,429,8646,1223,1920
34.058773,429,978,1247,564
34.058773,491,1128,1379,9482
